image,label,laplacian_variance,edge_density,brightness,contrast,entropy,glare_percentage,pixel_grid_score,fft_peak_count,fft_peak_strength,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,h_std,s_std,v_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,True Label,Predicted
20250920_174935.jpg,real,15111.01835789322,0.2372894287109375,135.3684844970703,53.293978797652166,7.626951521082441,0.000457763671875,1879.5017165574163,0,0.0,30.73861825980392,0.4330330362763733,0.0809902041018889,0.6552489622717986,140.57212829589844,133.25001525878906,132.6778564453125,56.39796038376196,54.44278177243839,53.01275177701663,75.80302429199219,46.93049621582031,147.92662048339844,57.87656240516544,50.94755167225248,52.10768071966624,0.09152222,0.06562805,0.030548096,0.018966675,0.01361084,0.014205933,0.016281128,0.018661499,0.020645142,0.020446777,0.0152282715,0.014312744,0.011917114,0.015777588,0.02746582,0.05278015,0.08834839,0.46365356,real,screen
20260205_194722.jpg,real,3685.3233184218407,0.1048583984375,138.8060302734375,69.27307474433512,7.646786746602119,0.062835693359375,3150.031898341361,0,0.0,6.414736519607843,0.7507669378346263,0.1394160003410018,0.9571582706470664,140.82366943359375,137.61817932128906,139.49185180664062,70.3779296616424,69.39969193680481,68.78521067093162,81.00410461425781,32.33091735839844,148.11134338378906,54.13443748122796,20.55593401593176,71.50221115932952,0.06510925,0.06188965,0.027267456,0.016494751,0.011734009,0.014907837,0.016494751,0.026992798,0.037002563,0.03717041,0.01965332,0.018753052,0.0135650635,0.016067505,0.025177002,0.055419922,0.085494995,0.45080566,real,screen
20260617_185221.jpg,real,1607.0856104409322,0.15545654296875,125.56837463378906,64.84814316034809,7.534419627700281,0.0882415771484375,1623.0587690641837,0,0.0,3.65359987745098,0.6025066817235153,0.1164190390108308,0.972383469762334,137.34007263183594,120.37864685058594,121.38978576660156,60.01625499534772,70.98384457157258,76.89677623669404,86.82357788085938,87.38893127441406,145.67799377441406,57.16648246160291,67.82209703236182,63.18585374419092,0.05807495,0.0415802,0.027114868,0.023101807,0.023086548,0.0259552,0.030288696,0.047302246,0.068847656,0.046798706,0.028320312,0.024902344,0.02003479,0.023880005,0.031539917,0.042633057,0.076797485,0.3597412,real,screen
20260702_143518.jpg,real,10286.200331717497,0.27056884765625,114.2079620361328,38.119314438500254,7.282410465879554,1.52587890625e-05,1072.7289025009818,0,0.0,14.656740196078433,0.3872902584047876,0.0802320874389196,0.6781384803978155,110.92445373535156,115.1496124267578,117.82722473144533,38.03883926193972,38.3771761398672,39.17170607139151,95.416259765625,25.28749084472656,120.4790496826172,30.18863132382717,19.914566821672583,39.223193542471,0.10173035,0.06590271,0.03086853,0.015319824,0.010482788,0.009384155,0.009048462,0.011657715,0.013519287,0.013076782,0.009719849,0.009567261,0.010803223,0.015167236,0.028213501,0.060333252,0.094940186,0.4902649,real,screen
20260702_143807.jpg,real,2826.5243492126465,0.16265869140625,118.83657836914062,57.38089680397798,7.551137690418385,0.000213623046875,1318.4941526984846,0,0.0,5.710003063725491,0.5746215960328963,0.1013020236849479,0.944814197373249,116.29994201660156,121.11906433105467,113.64881896972656,58.89186882016399,56.79560128238669,59.61536853579277,63.570098876953125,40.10417175292969,125.04605102539062,35.38886110001343,30.54704579042397,58.454206102642175,0.07887268,0.048431396,0.028442383,0.020370483,0.017181396,0.018005371,0.020599365,0.03135681,0.041915894,0.033477783,0.023086548,0.022125244,0.018737793,0.021469116,0.03201294,0.049728394,0.091049194,0.4031372,real,screen
20260702_143842.jpg,real,4765.084003695985,0.149658203125,116.06336975097656,48.883424907985145,7.433867418149378,0.001007080078125,1369.8557076600546,0,0.0,9.421369485294118,0.5881569787519061,0.1188907207343268,0.8735330764387417,106.04206848144533,118.86021423339844,127.98062133789062,51.43558555438025,48.86129348800839,51.192387257670745,87.60940551757812,54.2476806640625,131.55462646484375,30.66096659392425,46.91726994647127,50.66372675372679,0.077301025,0.05633545,0.024932861,0.0152282715,0.010787964,0.01373291,0.015853882,0.024627686,0.032043457,0.02973938,0.02027893,0.019104004,0.014373779,0.018859863,0.028656006,0.055511475,0.095214844,0.4474182,real,screen
20260702_144244.jpg,real,3571.8611755631864,0.1164398193359375,147.70689392089844,53.1514879286233,7.4174876291611875,1.52587890625e-05,1539.0941284711594,0,0.0,6.67155330882353,0.5919373119713002,0.1125044464649702,0.9246822061324838,152.88990783691406,145.90016174316406,143.34307861328125,49.279873486679,55.58776895457206,56.0525827431041,45.1719970703125,33.31867980957031,156.26910400390625,46.08688727530374,41.97504944102428,47.98489143402819,0.08918762,0.057113647,0.028121948,0.016784668,0.013427734,0.014862061,0.017440796,0.025405884,0.03100586,0.025314331,0.015686035,0.014663696,0.012786865,0.015594482,0.026489258,0.05482483,0.092285156,0.44900513,real,screen
20260702_144337.jpg,real,4555.80338053382,0.098602294921875,99.2340850830078,44.23041405293456,7.294494998345089,3.0517578125e-05,1254.332423339968,0,0.0,8.312760416666666,0.5716288399686431,0.1105646410256877,0.8644253595391238,131.30697631835938,83.804443359375,94.4452667236328,54.5218084606092,45.87523611499092,43.41862183770964,119.63853454589844,94.54254150390624,131.4532470703125,72.17422368496422,59.429543126514986,54.59047681724597,0.09547424,0.06239319,0.026626587,0.013641357,0.010635376,0.010314941,0.01071167,0.015411377,0.019897461,0.017166138,0.0118255615,0.011230469,0.009262085,0.012664795,0.025558472,0.059448242,0.10231018,0.48542786,real,screen
20260702_144424.jpg,real,585.5957181453705,0.033905029296875,117.68952941894533,80.116295576372,7.354546326117031,0.1767578125,2567.8142679630946,0,0.0,2.244715073529412,0.7132121330871158,0.1728424321311987,0.9886946171887028,121.30929565429688,116.65559387207033,113.50576782226562,79.30576541305788,80.77153964709964,79.84654565454096,51.24195861816406,31.949127197265625,122.74151611328124,56.857901987366944,29.65390841890046,79.38948787438586,0.050582886,0.0418396,0.018463135,0.013687134,0.014312744,0.020431519,0.032180786,0.051239014,0.077682495,0.05404663,0.0342865,0.020187378,0.013671875,0.016159058,0.021987915,0.04232788,0.11192322,0.36499023,real,screen
20260702_144956.jpg,real,1734.1085477834567,0.1295318603515625,124.806396484375,55.1404785512102,7.366125680364104,0.0,2756.12861654254,0,0.0,5.857827818627452,0.6168412250143722,0.1506198312766724,0.938453470965569,119.60610961914062,126.12899780273438,131.5608673095703,51.84217742704903,55.88624701277013,61.3981438968575,94.60626220703124,34.14100646972656,134.41143798828125,28.607706632191142,21.872411244424374,58.89717503896822,0.055267334,0.051223755,0.02293396,0.016098022,0.013885498,0.02053833,0.027862549,0.048461914,0.06404114,0.056747437,0.028762817,0.02267456,0.016357422,0.019714355,0.028076172,0.04875183,0.07373047,0.38487244,real,screen
